ULN,CYPMD_ID,SURNAME,FORENAMES,SEX,DOB,AGE,EXAMNO,GNUMBER,AB_Code,EXAMYEAR,SEASON,exam_date,Short_Qual_Desc,SubjectDescription,GRADE,POINTS_1618,CAPPED_PTS,ANCN,ADFECN,BRDSUBNO,MAPPING,Level3QualificationCategory,EMQualificationCategory,R_INCL,R_INCL_EM,QUAL_KS4,UKPRN,URN,LAESTAB
9503787171,CYP0000066,Clegg,Baldrick,M,26/12/2007,17,7710,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,D,20,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
2952996248,CYP0000068,Imwe,Molly,F,21/01/2009,16,2611,60182490,70,2026,S,2026-06-15,GCE A,Biology,B,40,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
2952996248,CYP0000068,Imwe,Molly,F,21/01/2009,16,9469,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
2905085701,CYP0000070,Crusher,Chirrut,M,10/05/2008,17,8140,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,A*,60,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
2905085701,CYP0000070,Crusher,Chirrut,M,10/05/2008,17,4970,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,D,40,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
6636925105,CYP0000072,Spencer,Penelope,F,06/07/2007,18,1913,60313567,10,2026,S,2026-06-15,BTEC ND,Business,D*D*,112,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
6636925105,CYP0000072,Spencer,Penelope,F,06/07/2007,18,6236,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,B,40,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
1195066088,CYP0000074,Chekov,Fawlty,M,06/02/2008,17,3087,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,D,40,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
1195066088,CYP0000074,Chekov,Fawlty,M,06/02/2008,17,5358,60313567,10,2026,S,2026-06-15,BTEC ND,Business,DD,96,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
7308968023,CYP0000076,Erso,Ginevra,F,06/10/2008,16,3822,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
7308968023,CYP0000076,Erso,Ginevra,F,06/10/2008,16,9226,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,7,7,7,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
9991312028,CYP0000078,Rogers,Shaggy,F,13/03/2009,16,2799,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9991312028,CYP0000078,Rogers,Shaggy,F,13/03/2009,16,1310,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
5012760260,CYP0000080,Erso,Jyn,F,11/06/2008,17,7835,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,7,7,7,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
5012760260,CYP0000080,Erso,Jyn,F,11/06/2008,17,2432,60182490,70,2026,S,2026-06-15,GCE A,Biology,A*,60,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
2789144223,CYP0000082,Featherstone,David,M,21/06/2009,16,7108,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,C,30,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
2789144223,CYP0000082,Featherstone,David,M,21/06/2009,16,6880,60147542,01,2026,S,2026-06-15,GCE A,English Literature,D,20,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9403012103,CYP0000084,Skywalker,Poe,M,09/03/2009,16,7506,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
9403012103,CYP0000084,Skywalker,Poe,M,09/03/2009,16,1100,60313567,10,2026,S,2026-06-15,BTEC ND,Business,D*D*,112,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
1859759428,CYP0000086,Solo,Luna,F,10/05/2008,17,9124,60310025,70,2026,S,2026-06-15,GCSE,English Language,6,6,6,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
1859759428,CYP0000086,Solo,Luna,F,10/05/2008,17,6520,60147542,01,2026,S,2026-06-15,GCE A,English Literature,A*,60,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
2178758213,CYP0000088,Dinkley,Maggie,F,10/06/2008,17,4680,60183512,70,2026,S,2026-06-15,GCE A,History,A*,60,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
2178758213,CYP0000088,Dinkley,Maggie,F,10/06/2008,17,9867,60182490,70,2026,S,2026-06-15,GCE A,Biology,B,40,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
7505693643,CYP0000090,Erso,Bernard,M,22/11/2008,16,7589,60183512,70,2026,S,2026-06-15,GCE A,History,A*,60,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
7505693643,CYP0000090,Erso,Bernard,M,22/11/2008,16,3850,60313567,10,2026,S,2026-06-15,BTEC ND,Business,PP,32,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
3702653209,CYP0000092,Dameron,Manny,M,19/08/2008,17,1004,60147542,01,2026,S,2026-06-15,GCE A,English Literature,E,10,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
3702653209,CYP0000092,Dameron,Manny,M,19/08/2008,17,2878,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
8809871735,CYP0000094,La Forge,Geordi,F,23/03/2009,16,7221,60182490,70,2026,S,2026-06-15,GCE A,Biology,D,20,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
8809871735,CYP0000094,La Forge,Geordi,F,23/03/2009,16,5791,60183512,70,2026,S,2026-06-15,GCE A,History,B,40,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
4765583254,CYP0000096,Sulu,Bodhi,M,28/01/2009,16,7235,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
4765583254,CYP0000096,Sulu,Bodhi,M,28/01/2009,16,4819,60310025,70,2026,S,2026-06-15,GCSE,English Language,4,4,4,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
5868640848,CYP0000098,Kenobi,Ginevra,F,24/12/2008,16,4074,60182490,70,2026,S,2026-06-15,GCE A,Biology,B,40,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
5868640848,CYP0000098,Kenobi,Ginevra,F,24/12/2008,16,7610,60183512,70,2026,S,2026-06-15,GCE A,History,D,20,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
2613385303,CYP0000100,Janeway,Hera,F,13/03/2008,17,1890,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
2613385303,CYP0000100,Janeway,Hera,F,13/03/2008,17,8307,60147542,01,2026,S,2026-06-15,GCE A,English Literature,D,20,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
4915196257,CYP0000102,Blackadder,Stewie,M,30/06/2008,17,2513,60310025,70,2026,S,2026-06-15,GCSE,English Language,7,7,7,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
4915196257,CYP0000102,Blackadder,Stewie,M,30/06/2008,17,5805,60147542,01,2026,S,2026-06-15,GCE A,English Literature,E,10,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
8081204252,CYP0000104,Djarin,Guinan,F,14/03/2008,17,3293,60183512,70,2026,S,2026-06-15,GCE A,History,B,40,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
8081204252,CYP0000104,Djarin,Guinan,F,14/03/2008,17,5855,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
9493209128,CYP0000106,Picard,Jean-Luc,F,02/06/2008,17,2591,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,D,20,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
9493209128,CYP0000106,Picard,Jean-Luc,F,02/06/2008,17,2531,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
6719736115,CYP0000108,Meldrew,Bodhi,M,17/06/2009,16,9410,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
6719736115,CYP0000108,Meldrew,Bodhi,M,17/06/2009,16,7721,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,P,16,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
5201221330,CYP0000110,Bucket,Cassian,M,14/06/2008,17,4066,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
5201221330,CYP0000110,Bucket,Cassian,M,14/06/2008,17,3701,60310025,70,2026,S,2026-06-15,GCSE,English Language,6,6,6,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
8709662258,CYP0000112,Troi,Daphne,F,21/08/2008,17,6244,60310025,70,2026,S,2026-06-15,GCSE,English Language,4,4,4,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
8709662258,CYP0000112,Troi,Daphne,F,21/08/2008,17,1394,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,5,5,5,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
1494287462,CYP0000114,Erso,Beverly,F,24/09/2008,16,9585,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
1494287462,CYP0000114,Erso,Beverly,F,24/09/2008,16,3487,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
7488943393,CYP0000116,Rogers,Boycie,M,13/11/2008,16,1016,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,A,50,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
7488943393,CYP0000116,Rogers,Boycie,M,13/11/2008,16,1951,60310025,70,2026,S,2026-06-15,GCSE,English Language,7,7,7,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
5269015757,CYP0000118,Janeway,Del,M,16/10/2008,16,6273,60310025,70,2026,S,2026-06-15,GCSE,English Language,7,7,7,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
5269015757,CYP0000118,Janeway,Del,M,16/10/2008,16,6420,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
7590302909,CYP0000120,Djarin,Kira,F,19/10/2007,17,8681,60183512,70,2026,S,2026-06-15,GCE A,History,A,50,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
7590302909,CYP0000120,Djarin,Kira,F,19/10/2007,17,8224,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,A*,60,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
5999842516,CYP0000122,Baldrick,Compo,M,06/09/2007,17,5036,60183512,70,2026,S,2026-06-15,GCE A,History,A,50,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
5999842516,CYP0000122,Baldrick,Compo,M,06/09/2007,17,6866,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,B,40,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
9943959352,CYP0000124,Picard,B'Elanna,F,26/03/2009,16,1588,60310025,70,2026,S,2026-06-15,GCSE,English Language,6,6,6,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
9943959352,CYP0000124,Picard,B'Elanna,F,26/03/2009,16,6788,60183512,70,2026,S,2026-06-15,GCE A,History,A,50,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
4104309491,CYP0000126,Organa,Leia,F,21/11/2008,16,4423,60182490,70,2026,S,2026-06-15,GCE A,Biology,A*,60,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
4104309491,CYP0000126,Organa,Leia,F,21/11/2008,16,8695,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,C,30,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
9379439373,CYP0000128,Puddifoot,Finn,M,06/09/2007,17,1598,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
9379439373,CYP0000128,Puddifoot,Finn,M,06/09/2007,17,5491,60183512,70,2026,S,2026-06-15,GCE A,History,A*,60,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
5254923696,CYP0000130,Nerys,Bodhi,M,02/02/2009,16,9901,60182490,70,2026,S,2026-06-15,GCE A,Biology,A,50,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
5254923696,CYP0000130,Nerys,Bodhi,M,02/02/2009,16,5691,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,P,16,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
6676247763,CYP0000132,Rook,Kira,F,16/05/2008,17,1336,60147542,01,2026,S,2026-06-15,GCE A,English Literature,C,30,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
6676247763,CYP0000132,Rook,Kira,F,16/05/2008,17,2744,60183512,70,2026,S,2026-06-15,GCE A,History,A*,60,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
8083175325,CYP0000134,La Forge,Beatrice,F,08/05/2008,17,7545,60147542,01,2026,S,2026-06-15,GCE A,English Literature,E,10,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
8083175325,CYP0000134,La Forge,Beatrice,F,08/05/2008,17,2914,60183512,70,2026,S,2026-06-15,GCE A,History,B,40,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
9912067529,CYP0000136,Andor,Marigold,F,13/03/2009,16,8095,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
9912067529,CYP0000136,Andor,Marigold,F,13/03/2009,16,1292,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
9316609031,CYP0000138,Torres,Cassian,M,03/06/2009,16,5874,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
9316609031,CYP0000138,Torres,Cassian,M,03/06/2009,16,7321,60182490,70,2026,S,2026-06-15,GCE A,Biology,A,50,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
1160913827,CYP0000140,Chekov,Molly,F,01/05/2008,17,4778,60182490,70,2026,S,2026-06-15,GCE A,Biology,E,10,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
1160913827,CYP0000140,Chekov,Molly,F,01/05/2008,17,1072,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9136780852,CYP0000142,McGonagall,Pavel,M,25/02/2008,17,5941,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9136780852,CYP0000142,McGonagall,Pavel,M,25/02/2008,17,5669,60183512,70,2026,S,2026-06-15,GCE A,History,A,50,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
9699264134,CYP0000144,Mouse,Seven,F,05/07/2008,17,5567,60182490,70,2026,S,2026-06-15,GCE A,Biology,C,30,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
9699264134,CYP0000144,Mouse,Seven,F,05/07/2008,17,3406,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,4,4,4,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
1249166485,CYP0000146,Antilles,Miles,M,01/12/2007,17,6874,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,C,30,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
1249166485,CYP0000146,Antilles,Miles,M,01/12/2007,17,4703,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D,20,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
9797102584,CYP0000148,Brittas,Trigger,M,12/09/2007,17,5908,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,M,32,0,,0,31525H,,Applied general,,1,0,0,10004270,142313,8604070
9797102584,CYP0000148,Brittas,Trigger,M,12/09/2007,17,1304,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
5783872028,CYP0000150,Wren,Elizabeth,F,04/12/2007,17,8833,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
5783872028,CYP0000150,Wren,Elizabeth,F,04/12/2007,17,8649,60182490,70,2026,S,2026-06-15,GCE A,Biology,A*,60,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
7266763552,CYP0000152,Sarek,Biggs,M,12/10/2007,17,1894,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
7266763552,CYP0000152,Sarek,Biggs,M,12/10/2007,17,8742,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9125023089,CYP0000154,Andor,Velma,F,02/04/2009,16,6552,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
9125023089,CYP0000154,Andor,Velma,F,02/04/2009,16,4066,60310025,70,2026,S,2026-06-15,GCSE,English Language,6,6,6,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
4471642620,CYP0000156,Solo,Jadzia,F,05/04/2008,17,3521,60310025,70,2026,S,2026-06-15,GCSE,English Language,5,5,5,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
4471642620,CYP0000156,Solo,Jadzia,F,05/04/2008,17,6162,60183512,70,2026,S,2026-06-15,GCE A,History,E,10,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
1171543543,CYP0000158,Skywalker,Luke,F,20/11/2007,17,9843,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,P,24,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
1171543543,CYP0000158,Skywalker,Luke,F,20/11/2007,17,9908,60310025,70,2026,S,2026-06-15,GCSE,English Language,4,4,4,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
4322510552,CYP0000160,Lister,Rumpole,M,18/12/2007,17,6210,60183512,70,2026,S,2026-06-15,GCE A,History,B,40,0,,0,9HI0,,A level,,1,0,0,10004270,142313,8604070
4322510552,CYP0000160,Lister,Rumpole,M,18/12/2007,17,8409,60182490,70,2026,S,2026-06-15,GCE A,Biology,E,10,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
1611840071,CYP0000162,Coyote,Finn,M,29/07/2009,16,2595,60310025,70,2026,S,2026-06-15,GCSE,English Language,5,5,5,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
1611840071,CYP0000162,Coyote,Finn,M,29/07/2009,16,3922,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,C,30,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
9918338001,CYP0000164,Sisko,Gordon,M,19/07/2009,16,7374,60147542,01,2026,S,2026-06-15,GCE A,English Literature,A,50,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
9918338001,CYP0000164,Sisko,Gordon,M,19/07/2009,16,1841,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
4588312351,CYP0000166,Doo,Tasha,F,14/03/2009,16,4403,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
4588312351,CYP0000166,Doo,Tasha,F,14/03/2009,16,2940,60182490,70,2026,S,2026-06-15,GCE A,Biology,B,40,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
4296344958,CYP0000168,Bear,Beatrice,F,05/07/2008,17,9834,60147542,01,2026,S,2026-06-15,GCE A,English Literature,C,30,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
4296344958,CYP0000168,Bear,Beatrice,F,05/07/2008,17,3385,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
7775960117,CYP0000170,Granger,Guinan,F,06/02/2008,17,3457,60313567,10,2026,S,2026-06-15,BTEC ND,Business,MM,64,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
7775960117,CYP0000170,Granger,Guinan,F,06/02/2008,17,9031,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,A,50,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
6790024996,CYP0000172,Pearce,Edmund,M,14/06/2008,17,6590,60313567,10,2026,S,2026-06-15,BTEC ND,Business,D*D*,112,0,,0,31489H,,Applied general,,1,0,0,10004270,142313,8604070
6790024996,CYP0000172,Pearce,Edmund,M,14/06/2008,17,2951,60310025,70,2026,S,2026-06-15,GCSE,English Language,5,5,5,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
5114549022,CYP0000174,Featherstone,Worf,M,06/06/2009,16,3273,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,E,10,0,,0,9MA0,,A level,,1,0,0,10004270,142313,8604070
5114549022,CYP0000174,Featherstone,Worf,M,06/06/2009,16,7369,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,7,7,7,,0,1MA1,,,Mathematics,1,1,0,10004270,142313,8604070
8389750357,CYP0000176,Doo,Arnold,M,09/11/2008,16,7680,60182490,70,2026,S,2026-06-15,GCE A,Biology,A*,60,0,,0,9BI0,,A level,,1,0,0,10004270,142313,8604070
8389750357,CYP0000176,Doo,Arnold,M,09/11/2008,16,9000,60147542,01,2026,S,2026-06-15,GCE A,English Literature,B,40,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
8138332494,CYP0000178,Fawlty,Constance,F,31/12/2008,16,9307,60310025,70,2026,S,2026-06-15,GCSE,English Language,6,6,6,,0,1EN0,,,English Language,1,1,0,10004270,142313,8604070
8138332494,CYP0000178,Fawlty,Constance,F,31/12/2008,16,6960,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,D,40,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
5963769028,CYP0000180,Dameron,William,M,13/01/2009,16,9169,60147542,01,2026,S,2026-06-15,GCE A,English Literature,A,50,0,,0,H472,,A level,,1,0,0,10004270,142313,8604070
5963769028,CYP0000180,Dameron,William,M,13/01/2009,16,6995,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10004270,142313,8604070
3343446878,CYP0000188,Djarin,Nyota,F,16/06/2008,17,5629,60182611,70,2026,S,2026-06-15,GCE A,Mathematics,A,50,0,,0,9MA0,,A level,,1,0,0,10002183,100974,2114505
4988535000,CYP0000190,Woodpecker,Rose,F,06/07/2008,17,2255,60183512,70,2026,S,2026-06-15,GCE A,History,A,50,0,,0,9HI0,,A level,,1,0,0,10002183,100974,2114505
9371391276,CYP0000194,Griffin,Ginevra,F,17/09/2007,17,5913,60313567,10,2026,S,2026-06-15,BTEC ND,Business,D*D*,112,0,,0,31489H,,Applied general,,1,0,0,10002183,100974,2114505
3952265565,CYP0000196,Woodpecker,Luna,F,29/12/2007,17,3825,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10002183,100974,2114505
9835879150,CYP0000327,Uhura,Ivy,F,30/01/2008,17,2857,60147542,01,2026,S,2026-06-15,GCE A,English Literature,C,30,0,,0,H472,,A level,,1,0,0,10002184,100975,2114507
